date,datetime,days,waterYear,waterWeek,flowMean,flowMin,flowMax,flowMedian,flowChange,volume,flowMeanVariance,flowMeanCalWeeklyExceedance
-1409875200000,1925-04-29T02:00:00.000+02:00,7,1924,31,2953,2747,3219,2899,-449,1786,0.09492028179458657,0.3590778097982709
-1409270400000,1925-05-06T02:00:00.000+02:00,7,1924,32,2536,2363,2720,2529,-357,1534,0.01765650080256822,0.45684210526315805
-1408665600000,1925-05-13T02:00:00.000+02:00,7,1924,33,2190,2030,2321,2186,-291,1325,-0.03396559329510366,0.5444444444444445
-1408060800000,1925-05-20T02:00:00.000+02:00,7,1924,34,1861,1734,1995,1856,-260,1126,-0.07962413452027696,0.5742537313432836
-1407456000000,1925-05-27T02:00:00.000+02:00,7,1924,35,1601,1528,1700,1590,-172,968,-0.09394453876627051,0.5639436619718311
-1406851200000,1925-06-03T02:00:00.000+02:00,7,1924,36,1402,1312,1506,1379,-194,848,-0.0782380013149244,0.5526970954356847
-1406246400000,1925-06-10T02:00:00.000+02:00,7,1924,37,1215,1155,1284,1212,-129,735,-0.057408844065166796,0.5382170542635659
-1405641600000,1925-06-17T02:00:00.000+02:00,7,1924,38,1081,1026,1147,1059,-121,654,-0.004604051565377533,0.47
-1405036800000,1925-06-24T02:00:00.000+02:00,7,1924,39,940,858,1007,954,-149,568,0.031833150384193196,0.45
-1404432000000,1925-07-01T02:00:00.000+02:00,7,1924,40,765,674,851,768,-177,463,-0.007782101167315175,0.44719101123595506
-1403827200000,1925-07-08T02:00:00.000+02:00,7,1924,41,593,531,650,588,-119,358,-0.10151515151515152,0.5241831683168316
-1403222400000,1925-07-15T02:00:00.000+02:00,7,1924,42,473,435,512,475,-77,286,-0.18024263431542462,0.6625
-1402617600000,1925-07-22T02:00:00.000+02:00,7,1924,43,402,379,427,403,-48,243,-0.22093023255813954,0.7496382054992764
-1402012800000,1925-07-29T02:00:00.000+02:00,7,1924,44,349,334,368,344,-34,211,-0.25267665952890794,0.81
-1401408000000,1925-08-05T02:00:00.000+02:00,7,1924,45,308,287,328,306,-40,186,-0.28205128205128205,0.88
-1400803200000,1925-08-12T02:00:00.000+02:00,7,1924,46,278,266,287,281,4,168,-0.29797979797979796,0.9172413793103449
-1400198400000,1925-08-19T02:00:00.000+02:00,7,1924,47,246,236,259,247,-23,149,-0.329700272479564,0.9396874999999999
-1399593600000,1925-08-26T02:00:00.000+02:00,7,1924,48,233,228,236,235,-8,141,-0.31671554252199413,0.9298501070663813
-1398988800000,1925-09-02T02:00:00.000+02:00,7,1924,49,216,204,226,217,-22,130,-0.32075471698113206,0.9299057873485869
-1398384000000,1925-09-09T02:00:00.000+02:00,7,1924,50,204,204,204,204,0,123,-0.31313131313131315,0.93
-1397779200000,1925-09-16T02:00:00.000+02:00,7,1924,51,202,200,204,201,-4,122,-0.27598566308243727,0.9296335078534032
-1397174400000,1925-09-23T02:00:00.000+02:00,7,1924,52,192,188,197,192,-9,116,-0.2727272727272727,0.9383783783783785
-1396569600000,1925-09-30T02:00:00.000+02:00,1,1924,53,189,189,189,189,0,16,-0.26171875,0
-1396483200000,1925-10-01T02:00:00.000+02:00,7,1925,1,182,174,188,183,-14,110,-0.2661290322580645,0.91
-1395878400000,1925-10-08T02:00:00.000+02:00,7,1925,2,171,166,174,170,-4,103,-0.28451882845188287,0.91
-1395273600000,1925-10-15T02:00:00.000+02:00,7,1925,3,166,165,170,165,5,100,-0.2875536480686695,0.9
-1394668800000,1925-10-22T02:00:00.000+02:00,7,1925,4,165,161,170,165,-9,100,-0.2978723404255319,0.9096153846153846
-1394064000000,1925-10-29T02:00:00.000+02:00,7,1925,5,161,158,165,161,4,97,-0.33195020746887965,0.9482456140350878
-1393459200000,1925-11-05T02:00:00.000+02:00,7,1925,6,171,165,178,170,13,103,-0.3187250996015936,0.93
-1392854400000,1925-11-12T02:00:00.000+02:00,7,1925,7,188,178,198,188,20,114,-0.30111524163568776,0.9349206349206352
-1392249600000,1925-11-19T02:00:00.000+02:00,7,1925,8,213,198,240,204,42,129,-0.27303754266211605,0.8857142857142857
-1391644800000,1925-11-26T02:00:00.000+02:00,7,1925,9,264,255,287,263,11,160,-0.1926605504587156,0.7179182156133829
-1391040000000,1925-12-03T02:00:00.000+02:00,7,1925,10,278,266,303,276,37,168,-0.24864864864864866,0.7895333333333333
-1390435200000,1925-12-10T02:00:00.000+02:00,7,1925,11,318,306,331,318,25,192,-0.23002421307506055,0.787878787878788
-1389830400000,1925-12-17T02:00:00.000+02:00,7,1925,12,348,334,364,342,30,211,-0.24675324675324675,0.8232539682539682
-1389225600000,1925-12-24T02:00:00.000+02:00,7,1925,13,402,368,427,396,59,243,-0.22692307692307692,0.76
-1388620800000,1925-12-31T02:00:00.000+02:00,7,1925,14,438,430,447,439,17,265,-0.25,0.815294117647059
-1388016000000,1926-01-07T02:00:00.000+02:00,7,1925,15,474,452,485,481,34,287,-0.27076923076923076,0.8284439359267735
-1387411200000,1926-01-14T02:00:00.000+02:00,7,1925,16,507,493,515,512,23,307,-0.3045267489711934,0.8792356687898089
-1386806400000,1926-01-21T02:00:00.000+02:00,7,1925,17,563,531,593,561,39,341,-0.331353919239905,0.8598061836640517
-1386201600000,1926-01-28T02:00:00.000+02:00,7,1925,18,611,593,630,607,37,369,-0.376530612244898,0.8727619047619048
-1385596800000,1926-02-04T02:00:00.000+02:00,7,1925,19,673,630,741,662,75,407,-0.4168110918544194,0.8684843049327354
-1384992000000,1926-02-11T02:00:00.000+02:00,7,1925,20,740,705,764,741,36,448,-0.43896891584533737,0.8674620390455532
-1384387200000,1926-02-18T02:00:00.000+02:00,7,1925,21,838,772,929,837,156,507,-0.4576051779935275,0.7998442367601246
-1383782400000,1926-02-25T02:00:00.000+02:00,7,1925,22,1008,941,1155,982,214,610,-0.45217391304347826,0.7042997542997543
-1383177600000,1926-03-04T02:00:00.000+02:00,7,1925,23,1399,1204,1622,1406,418,846,-0.36524500907441015,0.5873885350318471
-1382572800000,1926-03-11T02:00:00.000+02:00,7,1925,24,1927,1721,2220,1879,499,1165,-0.22078447230084916,0.5866448445171849
-1381968000000,1926-03-18T02:00:00.000+02:00,7,1925,25,3425,2363,4357,3661,1994,2072,0.2652382711488733,0.27874015748031494
-1381363200000,1926-03-25T02:00:00.000+02:00,7,1925,26,4528,4445,4582,4560,-18,2738,0.5469764263751281,0.18237585199610526
-1380758400000,1926-04-01T02:00:00.000+02:00,7,1925,27,4445,4391,4497,4464,73,2688,0.4631336405529954,0.1763569048500555
-1380153600000,1926-04-08T02:00:00.000+02:00,7,1925,28,4254,4103,4464,4241,-360,2573,0.40767703507610853,0.20019345477994518
-1379548800000,1926-04-15T02:00:00.000+02:00,7,1925,29,3847,3661,4067,3835,-406,2327,0.29922323539344814,0.22837209302325587
-1378944000000,1926-04-22T02:00:00.000+02:00,7,1925,30,3657,3635,3661,3661,-26,2212,0.2804621848739496,0.22255319148936165
-1378339200000,1926-04-29T02:00:00.000+02:00,7,1925,31,3423,3219,3612,3405,-393,2070,0.26918798665183535,0.23330551692165047
-1377734400000,1926-05-06T02:00:00.000+02:00,7,1925,32,2906,2659,3136,2934,-477,1757,0.16613162118780098,0.3009564293304995
-1377129600000,1926-05-13T02:00:00.000+02:00,7,1925,33,2442,2291,2585,2464,-294,1477,0.07719453021614468,0.37862375138734744
-1376524800000,1926-05-20T02:00:00.000+02:00,7,1925,34,2093,1930,2267,2083,-337,1266,0.0351137487636004,0.4716725978647688
-1375920000000,1926-05-27T02:00:00.000+02:00,7,1925,35,1715,1590,1856,1700,-265,1037,-0.02942840973401245,0.5226482357220807
-1375315200000,1926-06-03T02:00:00.000+02:00,7,1925,36,1452,1320,1571,1475,-251,878,-0.045364891518737675,0.5273005743458838
-1374710400000,1926-06-10T02:00:00.000+02:00,7,1925,37,1235,1164,1312,1235,-148,747,-0.04189294026377036,0.5209961685823754
-1374105600000,1926-06-17T02:00:00.000+02:00,7,1925,38,1080,1026,1140,1059,-114,653,-0.0055248618784530384,0.4807881773399015
-1373500800000,1926-06-24T02:00:00.000+02:00,7,1925,39,921,851,995,919,-144,557,0.010976948408342482,0.46673343605546996
-1372896000000,1926-07-01T02:00:00.000+02:00,7,1925,40,756,699,817,755,-119,457,-0.019455252918287938,0.47
-1372291200000,1926-07-08T02:00:00.000+02:00,7,1925,41,618,570,674,620,-104,374,-0.06363636363636363,0.48709897610921504
-1371686400000,1926-07-15T02:00:00.000+02:00,7,1925,42,517,481,561,512,-80,313,-0.10398613518197573,0.508155583437892
-1371081600000,1926-07-22T02:00:00.000+02:00,7,1925,43,461,443,478,461,-35,279,-0.1065891472868217,0.5388968824940048
-1370476800000,1926-07-29T02:00:00.000+02:00,7,1925,44,412,394,435,407,-41,249,-0.11777301927194861,0.5841428571428571
-1369872000000,1926-08-05T02:00:00.000+02:00,7,1925,45,371,354,390,375,-36,225,-0.1351981351981352,0.6283408071748879
-1369267200000,1926-08-12T02:00:00.000+02:00,7,1925,46,336,324,344,337,-20,203,-0.15151515151515152,0.6886808510638297
-1368662400000,1926-08-19T02:00:00.000+02:00,7,1925,47,313,299,324,314,-25,189,-0.14713896457765668,0.68
-1368057600000,1926-08-26T02:00:00.000+02:00,7,1925,48,280,269,295,281,-26,169,-0.17888563049853373,0.74
-1367452800000,1926-09-02T02:00:00.000+02:00,7,1925,49,259,250,263,262,-13,157,-0.18553459119496854,0.7586206896551724
-1366848000000,1926-09-09T02:00:00.000+02:00,7,1925,50,239,232,250,236,-19,145,-0.19528619528619529,0.7746666666666667
-1366243200000,1926-09-16T02:00:00.000+02:00,7,1925,51,223,217,229,226,-12,135,-0.2007168458781362,0.794413407821229
-1365638400000,1926-09-23T02:00:00.000+02:00,7,1925,52,212,204,217,213,-13,128,-0.19696969696969696,0.793607305936073
-1365033600000,1926-09-30T02:00:00.000+02:00,1,1925,53,204,204,204,204,0,18,-0.203125,0
-1364947200000,1926-10-01T02:00:00.000+02:00,7,1926,1,203,201,204,204,-2,123,-0.1814516129032258,0.78
-1364342400000,1926-10-08T02:00:00.000+02:00,7,1926,2,202,200,204,201,2,122,-0.15481171548117154,0.76
-1363737600000,1926-10-15T02:00:00.000+02:00,7,1926,3,203,201,204,204,-2,123,-0.12875536480686695,0.68
-1363132800000,1926-10-22T02:00:00.000+02:00,7,1926,4,199,198,201,200,0,121,-0.15319148936170213,0.71
-1362528000000,1926-10-29T02:00:00.000+02:00,7,1926,5,203,201,204,204,0,123,-0.15767634854771784,0.68
-1361923200000,1926-11-05T02:00:00.000+02:00,7,1926,6,205,204,208,204,-4,124,-0.18326693227091634,0.73
-1361318400000,1926-11-12T02:00:00.000+02:00,7,1926,7,204,204,204,204,0,123,-0.241635687732342,0.83
-1360713600000,1926-11-19T02:00:00.000+02:00,7,1926,8,220,204,255,212,51,133,-0.24914675767918087,0.8282828282828283
-1360108800000,1926-11-26T02:00:00.000+02:00,7,1926,9,281,259,321,273,62,170,-0.14067278287461774,0.6464646464646465
-1359504000000,1926-12-03T02:00:00.000+02:00,7,1926,10,359,331,379,359,48,217,-0.02972972972972973,0.47375999999999996
-1358899200000,1926-12-10T02:00:00.000+02:00,7,1926,11,399,379,427,394,48,241,-0.03389830508474576,0.48320000000000013
-1358294400000,1926-12-17T02:00:00.000+02:00,7,1926,12,446,427,469,443,42,270,-0.03463203463203463,0.45454545454545453
-1357689600000,1926-12-24T02:00:00.000+02:00,7,1926,13,562,475,644,576,138,340,0.08076923076923077,0.32192771084337346
-1357084800000,1926-12-31T02:00:00.000+02:00,7,1926,14,586,570,588,588,18,354,0.003424657534246575,0.392280701754386
-1356480000000,1927-01-07T02:00:00.000+02:00,7,1926,15,594,588,607,588,19,359,-0.08615384615384615,0.5343442622950819
-1355875200000,1927-01-14T02:00:00.000+02:00,7,1926,16,624,607,648,630,42,378,-0.1440329218106996,0.63
-1355270400000,1927-01-21T02:00:00.000+02:00,7,1926,17,775,730,817,764,87,469,-0.07957244655581948,0.45121951219512196
-1354665600000,1927-01-28T02:00:00.000+02:00,7,1926,18,919,837,1001,910,164,556,-0.06224489795918367,0.34281767955801107
-1354060800000,1927-02-04T02:00:00.000+02:00,7,1926,19,1069,1015,1140,1055,126,647,-0.07365684575389948,0.2986891385767789
-1353456000000,1927-02-11T02:00:00.000+02:00,7,1926,20,1207,1155,1259,1204,104,730,-0.08491281273692192,0.29617021276595734
-1352851200000,1927-02-18T02:00:00.000+02:00,7,1926,21,1372,1297,1475,1364,179,830,-0.11197411003236246,0.3259944200876843
-1352246400000,1927-02-25T02:00:00.000+02:00,7,1926,22,1485,1463,1506,1475,31,898,-0.19293478260869565,0.43889655172413805
-1351641600000,1927-03-04T02:00:00.000+02:00,7,1926,23,1526,1506,1546,1528,41,923,-0.3076225045372051,0.5508896797153026
-1351036800000,1927-03-11T02:00:00.000+02:00,7,1926,24,1599,1552,1652,1596,100,967,-0.3534169025475131,0.6360824742268042
-1350432000000,1927-03-18T02:00:00.000+02:00,7,1926,25,1803,1700,1974,1775,274,1091,-0.33394902105652013,0.6478527607361964
-1349827200000,1927-03-25T02:00:00.000+02:00,7,1926,26,2304,2009,2637,2307,628,1394,-0.21284591732148958,0.6030534351145038
-1349222400000,1927-04-01T02:00:00.000+02:00,7,1926,27,3123,2814,3284,3219,428,1889,0.027978933508887426,0.42929889298893
-1348617600000,1927-04-08T02:00:00.000+02:00,7,1926,28,3110,3008,3219,3104,-212,1881,0.02911978821972204,0.42
-1348012800000,1927-04-15T02:00:00.000+02:00,7,1926,29,2798,2637,2965,2785,-328,1692,-0.05504896994258696,0.559748427672956
-1347408000000,1927-04-22T02:00:00.000+02:00,7,1926,30,2486,2424,2585,2471,-161,1503,-0.12955182072829133,0.6153542319749216
-1346803200000,1927-04-29T02:00:00.000+02:00,7,1926,31,2406,2398,2424,2398,-26,1455,-0.10789766407119021,0.6142633491752866
-1346198400000,1927-05-06T02:00:00.000+02:00,7,1926,32,2424,2424,2424,2424,0,1466,-0.027287319422150885,0.5443181818181818
-1345593600000,1927-05-13T02:00:00.000+02:00,7,1926,33,2389,2354,2424,2398,-71,1445,0.05381561535068372,0.42445623342175065
-1344988800000,1927-05-20T02:00:00.000+02:00,7,1926,34,2282,2173,2329,2291,-157,1380,0.12858555885262116,0.36533333333333345
-1344384000000,1927-05-27T02:00:00.000+02:00,7,1926,35,1929,1780,2097,1930,-317,1166,0.09168081494057725,0.4070679182771949
-1343779200000,1927-06-03T02:00:00.000+02:00,7,1926,36,1634,1475,1775,1634,-300,988,0.07429322813938198,0.41366434955312814
-1343174400000,1927-06-10T02:00:00.000+02:00,7,1926,37,1293,1194,1388,1302,-194,782,0.0031031807602792862,0.4613282001924929
-1342569600000,1927-06-17T02:00:00.000+02:00,7,1926,38,1081,1007,1164,1059,-158,654,-0.004604051565377533,0.47
-1341964800000,1927-06-24T02:00:00.000+02:00,7,1926,39,879,790,982,872,-192,532,-0.03512623490669594,0.4974619289340102
-1341360000000,1927-07-01T02:00:00.000+02:00,7,1926,40,702,630,772,699,-143,424,-0.08949416342412451,0.5368963855421687
-1340755200000,1927-07-08T02:00:00.000+02:00,7,1926,41,560,525,593,561,-68,338,-0.15151515151515152,0.57
-1340150400000,1927-07-15T02:00:00.000+02:00,7,1926,42,484,456,512,485,-56,292,-0.1611785095320624,0.62
-1339545600000,1927-07-22T02:00:00.000+02:00,7,1926,43,429,412,447,427,-34,260,-0.1686046511627907,0.65
-1338940800000,1927-07-29T02:00:00.000+02:00,7,1926,44,387,368,407,385,-38,234,-0.17130620985010706,0.7064417177914111
-1338336000000,1927-08-05T02:00:00.000+02:00,7,1926,45,345,324,364,344,-40,209,-0.1958041958041958,0.7384883720930233
-1337731200000,1927-08-12T02:00:00.000+02:00,7,1926,46,309,303,318,310,-15,187,-0.2196969696969697,0.8
-1337126400000,1927-08-19T02:00:00.000+02:00,7,1926,47,287,281,299,283,-17,174,-0.21798365122615804,0.7966386554621852
-1336521600000,1927-08-26T02:00:00.000+02:00,7,1926,48,264,257,273,263,-16,160,-0.22580645161290322,0.8080808080808082
-1335916800000,1927-09-02T02:00:00.000+02:00,7,1926,49,243,235,255,242,-20,147,-0.2358490566037736,0.84
-1335312000000,1927-09-09T02:00:00.000+02:00,7,1926,50,222,213,232,223,-18,134,-0.25252525252525254,0.8888888888888887
-1334707200000,1927-09-16T02:00:00.000+02:00,7,1926,51,207,204,212,206,-8,125,-0.25806451612903225,0.899468085106383
-1334102400000,1927-09-23T02:00:00.000+02:00,7,1926,52,200,195,204,200,-8,121,-0.24242424242424243,0.9
-1333497600000,1927-09-30T02:00:00.000+02:00,1,1926,53,195,195,195,195,0,17,-0.23828125,0
-1333411200000,1927-10-01T02:00:00.000+02:00,7,1927,1,185,181,192,183,-10,112,-0.2540322580645161,0.88
-1332806400000,1927-10-08T02:00:00.000+02:00,7,1927,2,185,178,197,181,16,112,-0.22594142259414227,0.8676785714285714
-1332201600000,1927-10-15T02:00:00.000+02:00,7,1927,3,188,183,197,188,-14,114,-0.19313304721030042,0.8484848484848484
-1331596800000,1927-10-22T02:00:00.000+02:00,7,1927,4,186,181,195,183,13,112,-0.20851063829787234,0.8254666666666667
-1330992000000,1927-10-29T02:00:00.000+02:00,7,1927,5,202,197,212,201,15,122,-0.16182572614107885,0.7
-1330387200000,1927-11-05T02:00:00.000+02:00,7,1927,6,239,221,250,242,30,144,-0.04780876494023904,0.51
-1329782400000,1927-11-12T02:00:00.000+02:00,7,1927,7,249,247,255,250,-8,151,-0.07434944237918216,0.57
-1329177600000,1927-11-19T02:00:00.000+02:00,7,1927,8,255,247,262,257,15,154,-0.1296928327645051,0.61
-1328572800000,1927-11-26T02:00:00.000+02:00,7,1927,9,271,262,283,266,21,164,-0.1712538226299694,0.6793612774451099
-1327968000000,1927-12-03T02:00:00.000+02:00,7,1927,10,273,266,281,269,0,165,-0.26216216216216215,0.8092664092664094
-1327363200000,1927-12-10T02:00:00.000+02:00,7,1927,11,321,281,390,314,108,194,-0.22276029055690072,0.777
-1326758400000,1927-12-17T02:00:00.000+02:00,7,1927,12,418,407,427,418,20,253,-0.09523809523809523,0.58
-1326153600000,1927-12-24T02:00:00.000+02:00,7,1927,13,457,430,478,461,48,276,-0.12115384615384615,0.59
-1325548800000,1927-12-31T02:00:00.000+02:00,7,1927,14,515,481,555,512,73,311,-0.11815068493150685,0.5656565656565656
-1324944000000,1928-01-07T02:00:00.000+02:00,7,1927,15,614,576,630,620,53,371,-0.055384615384615386,0.48
-1324339200000,1928-01-14T02:00:00.000+02:00,7,1927,16,645,630,668,644,38,390,-0.11522633744855967,0.5176119402985073
-1323734400000,1928-01-21T02:00:00.000+02:00,7,1927,17,701,685,725,705,41,424,-0.167458432304038,0.5994652406417113
-1323129600000,1928-01-28T02:00:00.000+02:00,7,1927,18,752,735,764,755,29,455,-0.23265306122448978,0.628171334431631
-1322524800000,1928-02-04T02:00:00.000+02:00,7,1927,19,780,772,798,776,25,472,-0.3240901213171577,0.67
-1321920000000,1928-02-11T02:00:00.000+02:00,7,1927,20,824,798,846,817,48,498,-0.3752843062926459,0.7191025641025641
-1321315200000,1928-02-18T02:00:00.000+02:00,7,1927,21,896,854,941,893,87,542,-0.42006472491909386,0.71
-1320710400000,1928-02-25T02:00:00.000+02:00,7,1927,22,1041,965,1155,1035,190,629,-0.4342391304347826,0.6664615384615384
-1320105600000,1928-03-03T02:00:00.000+02:00,7,1927,23,1345,1187,1552,1312,365,814,-0.3897459165154265,0.6244870157513835
-1319500800000,1928-03-10T02:00:00.000+02:00,7,1927,24,1847,1652,2009,1847,357,1117,-0.25313384553174284,0.6133611073780405
-1318896000000,1928-03-17T02:00:00.000+02:00,7,1927,25,2148,2054,2173,2173,119,1299,-0.2065016623568526,0.6151694915254237
-1318291200000,1928-03-24T02:00:00.000+02:00,7,1927,26,2220,2186,2248,2220,62,1343,-0.24154424325247695,0.6195739910313901
-1317686400000,1928-03-31T02:00:00.000+02:00,7,1927,27,2248,2248,2248,2248,0,1359,-0.26003949967083606,0.6673504273504274
-1317081600000,1928-04-07T02:00:00.000+02:00,7,1927,28,2202,2173,2220,2220,-47,1331,-0.271343481138319,0.7052120427322758
-1316476800000,1928-04-14T02:00:00.000+02:00,7,1927,29,2215,2186,2220,2220,34,1340,-0.2519419115163796,0.7084868017188459
-1315872000000,1928-04-21T02:00:00.000+02:00,7,1927,30,2233,2220,2248,2229,28,1351,-0.2181372549019608,0.7068209500609014
-1315267200000,1928-04-28T02:00:00.000+02:00,7,1927,31,2286,2255,2291,2291,36,1383,-0.15239154616240266,0.648559670781893
-1314662400000,1928-05-05T02:00:00.000+02:00,7,1927,32,2256,2220,2291,2248,-71,1365,-0.09470304975922954,0.6057192374350087
-1314057600000,1928-05-12T02:00:00.000+02:00,7,1927,33,2070,1956,2186,2054,-230,1252,-0.08689898544331716,0.5689962927365096
-1313452800000,1928-05-19T02:00:00.000+02:00,7,1927,34,1782,1661,1930,1744,-270,1078,-0.11869436201780416,0.5976379741085623
-1312848000000,1928-05-26T02:00:00.000+02:00,7,1927,35,1528,1435,1622,1528,-187,924,-0.1352574985851726,0.5890974133186571
-1312243200000,1928-06-02T02:00:00.000+02:00,7,1927,36,1287,1212,1379,1284,-167,779,-0.15384615384615385,0.6134857142857137
-1311638400000,1928-06-09T02:00:00.000+02:00,7,1927,37,1105,1026,1200,1091,-174,668,-0.14274631497284718,0.64
-1311033600000,1928-06-16T02:00:00.000+02:00,7,1927,38,915,817,1007,929,-189,553,-0.1574585635359116,0.6493841642228739
-1310428800000,1928-06-23T02:00:00.000+02:00,7,1927,39,709,630,798,699,-168,429,-0.2217343578485181,0.7108585247883918
-1309824000000,1928-06-30T02:00:00.000+02:00,7,1927,40,559,512,620,561,-108,338,-0.27496757457846954,0.7466367713004485
-1309219200000,1928-07-07T02:00:00.000+02:00,7,1927,41,470,443,503,469,-60,284,-0.2878787878787879,0.787878787878788
-1308614400000,1928-07-14T02:00:00.000+02:00,7,1927,42,414,394,435,418,-41,251,-0.2824956672443674,0.8257262569832403
-1308009600000,1928-07-21T02:00:00.000+02:00,7,1927,43,373,359,385,375,-27,226,-0.2771317829457364,0.84
-1307404800000,1928-07-28T02:00:00.000+02:00,7,1927,44,337,324,352,337,-28,204,-0.278372591006424,0.8793548387096775
-1306800000000,1928-08-04T02:00:00.000+02:00,7,1927,45,311,303,324,310,-21,188,-0.27505827505827507,0.86
-1306195200000,1928-08-11T02:00:00.000+02:00,7,1927,46,290,281,303,287,-21,175,-0.2676767676767677,0.8596810933940775
-1305590400000,1928-08-18T02:00:00.000+02:00,7,1927,47,266,259,273,263,-14,161,-0.27520435967302453,0.88
-1304985600000,1928-08-25T02:00:00.000+02:00,7,1927,48,250,242,257,250,-14,151,-0.2668621700879765,0.8947089947089947
-1304380800000,1928-09-01T02:00:00.000+02:00,7,1927,49,237,235,242,236,-8,143,-0.25471698113207547,0.87
-1303776000000,1928-09-08T02:00:00.000+02:00,7,1927,50,226,221,232,226,-11,136,-0.23905723905723905,0.83
-1303171200000,1928-09-15T02:00:00.000+02:00,7,1927,51,240,221,250,242,30,145,-0.13978494623655913,0.6679999999999999
-1302566400000,1928-09-22T02:00:00.000+02:00,7,1927,52,260,257,262,259,-2,157,-0.015151515151515152,0.46
-1301961600000,1928-09-29T02:00:00.000+02:00,2,1927,53,255,255,255,255,0,44,-0.00390625,0
-1301788800000,1928-10-01T02:00:00.000+02:00,7,1928,1,258,255,262,257,2,156,0.04032258064516129,0.39
-1301184000000,1928-10-08T02:00:00.000+02:00,7,1928,2,259,255,262,259,-2,156,0.08368200836820083,0.33
-1300579200000,1928-10-15T02:00:00.000+02:00,7,1928,3,247,228,255,250,-26,150,0.060085836909871244,0.35792880258899684
