date,flow,day,waterMonth,waterDay,waterYear,waterWeek,ewrMeasurementDate,ewrExceedance,ewrFlowBandNumber,ewrFlowBand,ewrMeasureExceedance
1993-03-02,823.65,61,6,153,1992,22,1993-02-28,0.89,4,Mod_Dry,
1993-03-03,848.45,62,6,154,1992,22,1993-02-28,0.89,4,Mod_Dry,
1993-03-04,870.82,63,6,155,1992,23,1993-02-28,0.89,4,Mod_Dry,
1993-03-05,894.27,64,6,156,1992,23,1993-02-28,0.89,4,Mod_Dry,
1993-03-06,914.19,65,6,157,1992,23,1993-02-28,0.89,4,Mod_Dry,
1993-03-07,934.71,66,6,158,1992,23,1993-02-28,0.89,4,Mod_Dry,
1993-03-08,955.78,67,6,159,1992,23,1993-02-28,0.89,4,Mod_Dry,0.8200000000000001
1993-03-09,977.36,68,6,160,1992,23,1993-02-28,0.89,4,Mod_Dry,
1993-03-10,999.44,69,6,161,1992,23,1993-02-28,0.89,4,Mod_Dry,
1993-03-11,1021.97,70,6,162,1992,24,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-12,1044.95,71,6,163,1992,24,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-13,1068.33,72,6,164,1992,24,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-14,1097.46,73,6,165,1992,24,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-15,1132.6,74,6,166,1992,24,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-16,1174.07,75,6,167,1992,24,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-17,1216.48,76,6,168,1992,24,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-18,1259.77,77,6,169,1992,25,1993-03-08,0.8200000000000001,4,Mod_Dry,0.72
1993-03-19,1303.91,78,6,170,1992,25,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-20,1354.89,79,6,171,1992,25,1993-03-08,0.8200000000000001,4,Mod_Dry,
1993-03-21,1400.68,80,6,172,1992,25,1993-03-18,0.72,4,Mod_Dry,
1993-03-22,1434.73,81,6,173,1992,25,1993-03-18,0.72,4,Mod_Dry,
1993-03-23,1475.46,82,6,174,1992,25,1993-03-18,0.72,4,Mod_Dry,
1993-03-24,1516.71,83,6,175,1992,25,1993-03-18,0.72,4,Mod_Dry,
1993-03-25,1558.45,84,6,176,1992,26,1993-03-18,0.72,4,Mod_Dry,
1993-03-26,1600.68,85,6,177,1992,26,1993-03-18,0.72,4,Mod_Dry,
1993-03-27,1643.38,86,6,178,1992,26,1993-03-18,0.72,4,Mod_Dry,
1993-03-28,1686.54,87,6,179,1992,26,1993-03-18,0.72,4,Mod_Dry,0.72
1993-03-29,1723.41,88,6,180,1992,26,1993-03-18,0.72,4,Mod_Dry,
1993-03-30,1760.59,89,6,181,1992,26,1993-03-18,0.72,4,Mod_Dry,
1993-03-31,1791.23,90,6,182,1992,26,1993-03-18,0.72,4,Mod_Dry,
1993-04-01,1822.08,91,7,183,1992,27,1993-03-28,0.72,4,Mod_Dry,
1993-04-02,1853.13,92,7,184,1992,27,1993-03-28,0.72,4,Mod_Dry,
1993-04-03,1877.41,93,7,185,1992,27,1993-03-28,0.72,4,Mod_Dry,
1993-04-04,1901.81,94,7,186,1992,27,1993-03-28,0.72,4,Mod_Dry,
1993-04-05,1933.35,95,7,187,1992,27,1993-03-28,0.72,4,Mod_Dry,
1993-04-06,1965.07,96,7,188,1992,27,1993-03-28,0.72,4,Mod_Dry,
1993-04-07,1996.98,97,7,189,1992,27,1993-03-28,0.72,4,Mod_Dry,
1993-04-08,2036.23,98,7,190,1992,28,1993-03-28,0.72,4,Mod_Dry,0.71
1993-04-09,2075.75,99,7,191,1992,28,1993-03-28,0.72,4,Mod_Dry,
1993-04-10,2115.53,100,7,192,1992,28,1993-03-28,0.72,4,Mod_Dry,
1993-04-11,2155.56,101,7,193,1992,28,1993-04-08,0.71,4,Mod_Dry,
1993-04-12,2203.2,102,7,194,1992,28,1993-04-08,0.71,4,Mod_Dry,
1993-04-13,2258.61,103,7,195,1992,28,1993-04-08,0.71,4,Mod_Dry,
1993-04-14,2292.07,104,7,196,1992,28,1993-04-08,0.71,4,Mod_Dry,
1993-04-15,2325.69,105,7,197,1992,29,1993-04-08,0.71,4,Mod_Dry,
1993-04-16,2359.48,106,7,198,1992,29,1993-04-08,0.71,4,Mod_Dry,
1993-04-17,2385.86,107,7,199,1992,29,1993-04-08,0.71,4,Mod_Dry,
1993-04-18,2404.77,108,7,200,1992,29,1993-04-08,0.71,4,Mod_Dry,0.6699999999999999
1993-04-19,2416.13,109,7,201,1992,29,1993-04-08,0.71,4,Mod_Dry,
1993-04-20,2427.51,110,7,202,1992,29,1993-04-08,0.71,4,Mod_Dry,
1993-04-21,2431.31,111,7,203,1992,29,1993-04-18,0.6699999999999999,3,Normal,
1993-04-22,2435.11,112,7,204,1992,30,1993-04-18,0.6699999999999999,3,Normal,
1993-04-23,2431.31,113,7,205,1992,30,1993-04-18,0.6699999999999999,3,Normal,
1993-04-24,2427.51,114,7,206,1992,30,1993-04-18,0.6699999999999999,3,Normal,
1993-04-25,2416.13,115,7,207,1992,30,1993-04-18,0.6699999999999999,3,Normal,
1993-04-26,2404.77,116,7,208,1992,30,1993-04-18,0.6699999999999999,3,Normal,
1993-04-27,2385.86,117,7,209,1992,30,1993-04-18,0.6699999999999999,3,Normal,
1993-04-28,2367.01,118,7,210,1992,30,1993-04-18,0.6699999999999999,3,Normal,0.64
1993-04-29,2348.2,119,7,211,1992,31,1993-04-18,0.6699999999999999,3,Normal,
1993-04-30,2329.44,120,7,212,1992,31,1993-04-18,0.6699999999999999,3,Normal,
1993-05-01,2303.26,121,8,213,1992,31,1993-04-28,0.64,3,Normal,
1993-05-02,2277.18,122,8,214,1992,31,1993-04-28,0.64,3,Normal,
1993-05-03,2243.79,123,8,215,1992,31,1993-04-28,0.64,3,Normal,
1993-05-04,2203.2,124,8,216,1992,31,1993-04-28,0.64,3,Normal,
1993-05-05,2162.87,125,8,217,1992,31,1993-04-28,0.64,3,Normal,
1993-05-06,2122.79,126,8,218,1992,32,1993-04-28,0.64,3,Normal,
1993-05-07,2082.96,127,8,219,1992,32,1993-04-28,0.64,3,Normal,
1993-05-08,2043.4,128,8,220,1992,32,1993-04-28,0.64,3,Normal,0.6599999999999999
1993-05-09,2004.1,129,8,221,1992,32,1993-04-28,0.64,3,Normal,
1993-05-10,1965.07,130,8,222,1992,32,1993-04-28,0.64,3,Normal,
1993-05-11,1926.32,131,8,223,1992,32,1993-05-08,0.6599999999999999,3,Normal,
1993-05-12,1887.85,132,8,224,1992,32,1993-05-08,0.6599999999999999,3,Normal,
1993-05-13,1849.67,133,8,225,1992,33,1993-05-08,0.6599999999999999,3,Normal,
1993-05-14,1811.78,134,8,226,1992,33,1993-05-08,0.6599999999999999,3,Normal,
1993-05-15,1774.18,135,8,227,1992,33,1993-05-08,0.6599999999999999,3,Normal,
1993-05-16,1743.65,136,8,228,1992,33,1993-05-08,0.6599999999999999,3,Normal,
1993-05-17,1713.32,137,8,229,1992,33,1993-05-08,0.6599999999999999,3,Normal,
1993-05-18,1683.21,138,8,230,1992,33,1993-05-08,0.6599999999999999,3,Normal,0.69
1993-05-19,1653.3,139,8,231,1992,33,1993-05-08,0.6599999999999999,3,Normal,
1993-05-20,1623.62,140,8,232,1992,34,1993-05-08,0.6599999999999999,3,Normal,
1993-05-21,1594.16,141,8,233,1992,34,1993-05-18,0.69,3,Normal,
1993-05-22,1564.92,142,8,234,1992,34,1993-05-18,0.69,3,Normal,
1993-05-23,1535.91,143,8,235,1992,34,1993-05-18,0.69,3,Normal,
1993-05-24,1507.15,144,8,236,1992,34,1993-05-18,0.69,3,Normal,
1993-05-25,1478.62,145,8,237,1992,34,1993-05-18,0.69,3,Normal,
1993-05-26,1450.34,146,8,238,1992,34,1993-05-18,0.69,3,Normal,
1993-05-27,1422.31,147,8,239,1992,35,1993-05-18,0.69,3,Normal,
1993-05-28,1394.53,148,8,240,1992,35,1993-05-18,0.69,3,Normal,0.73
1993-05-29,1348.84,149,8,241,1992,35,1993-05-18,0.69,3,Normal,
1993-05-30,1303.91,150,8,242,1992,35,1993-05-18,0.69,3,Normal,
1993-05-31,1259.77,151,8,243,1992,35,1993-05-18,0.69,3,Normal,
1993-06-01,1222.21,152,9,244,1992,35,1993-05-28,0.73,4,Mod_Dry,
1993-06-02,1190.93,153,9,245,1992,35,1993-05-28,0.73,4,Mod_Dry,
1993-06-03,1160.14,154,9,246,1992,36,1993-05-28,0.73,4,Mod_Dry,
1993-06-04,1129.87,155,9,247,1992,36,1993-05-28,0.73,4,Mod_Dry,
1993-06-05,1100.13,156,9,248,1992,36,1993-05-28,0.73,4,Mod_Dry,
1993-06-06,1076.22,157,9,249,1992,36,1993-05-28,0.73,4,Mod_Dry,
1993-06-07,1052.7,158,9,250,1992,36,1993-05-28,0.73,4,Mod_Dry,
1993-06-08,1029.58,159,9,251,1992,36,1993-05-28,0.73,4,Mod_Dry,0.76
1993-06-09,1006.9,160,9,252,1992,36,1993-05-28,0.73,4,Mod_Dry,
1993-06-10,989.57,161,9,253,1992,37,1993-05-28,0.73,4,Mod_Dry,
1993-06-11,972.52,162,9,254,1992,37,1993-06-08,0.76,4,Mod_Dry,
1993-06-12,955.78,163,9,255,1992,37,1993-06-08,0.76,4,Mod_Dry,
1993-06-13,939.34,164,9,256,1992,37,1993-06-08,0.76,4,Mod_Dry,
1993-06-14,923.24,165,9,257,1992,37,1993-06-08,0.76,4,Mod_Dry,
1993-06-15,907.48,166,9,258,1992,37,1993-06-08,0.76,4,Mod_Dry,
1993-06-16,892.1,167,9,259,1992,37,1993-06-08,0.76,4,Mod_Dry,
1993-06-17,877.11,168,9,260,1992,38,1993-06-08,0.76,4,Mod_Dry,
1993-06-18,862.55,169,9,261,1992,38,1993-06-08,0.76,4,Mod_Dry,0.71
1993-06-19,852.43,170,9,262,1992,38,1993-06-08,0.76,4,Mod_Dry,
1993-06-20,842.56,171,9,263,1992,38,1993-06-08,0.76,4,Mod_Dry,
1993-06-21,832.96,172,9,264,1992,38,1993-06-18,0.71,4,Mod_Dry,
1993-06-22,823.65,173,9,265,1992,38,1993-06-18,0.71,4,Mod_Dry,
1993-06-23,814.67,174,9,266,1992,38,1993-06-18,0.71,4,Mod_Dry,
1993-06-24,806.04,175,9,267,1992,39,1993-06-18,0.71,4,Mod_Dry,
1993-06-25,797.81,176,9,268,1992,39,1993-06-18,0.71,4,Mod_Dry,
1993-06-26,790.05,177,9,269,1992,39,1993-06-18,0.71,4,Mod_Dry,
1993-06-27,782.85,178,9,270,1992,39,1993-06-18,0.71,4,Mod_Dry,
1993-06-28,776.39,179,9,271,1992,39,1993-06-18,0.71,4,Mod_Dry,0.5800000000000001
1993-06-29,770.13,180,9,272,1992,39,1993-06-18,0.71,4,Mod_Dry,
1993-06-30,761.11,181,9,273,1992,39,1993-06-18,0.71,4,Mod_Dry,
1993-07-01,749.35,182,10,274,1992,40,1993-06-28,0.5800000000000001,3,Normal,
1993-07-02,737.59,183,10,275,1992,40,1993-06-28,0.5800000000000001,3,Normal,
1993-07-03,726.38,184,10,276,1992,40,1993-06-28,0.5800000000000001,3,Normal,
1993-07-04,716.26,185,10,277,1992,40,1993-06-28,0.5800000000000001,3,Normal,
1993-07-05,705.6,186,10,278,1992,40,1993-06-28,0.5800000000000001,3,Normal,
1993-07-06,694.94,187,10,279,1992,40,1993-06-28,0.5800000000000001,3,Normal,
1993-07-07,684.82,188,10,280,1992,40,1993-06-28,0.5800000000000001,3,Normal,
1993-07-08,675.79,189,10,281,1992,41,1993-06-28,0.5800000000000001,3,Normal,0.48
1993-07-09,666.22,190,10,282,1992,41,1993-06-28,0.5800000000000001,3,Normal,
1993-07-10,656.65,191,10,283,1992,41,1993-06-28,0.5800000000000001,3,Normal,
1993-07-11,647.08,192,10,284,1992,41,1993-07-08,0.48,3,Normal,
1993-07-12,638.06,193,10,285,1992,41,1993-07-08,0.48,3,Normal,
1993-07-13,629.04,194,10,286,1992,41,1993-07-08,0.48,3,Normal,
1993-07-14,621.11,195,10,287,1992,41,1993-07-08,0.48,3,Normal,
1993-07-15,612.63,196,10,288,1992,42,1993-07-08,0.48,3,Normal,
1993-07-16,604.15,197,10,289,1992,42,1993-07-08,0.48,3,Normal,
1993-07-17,596.22,198,10,290,1992,42,1993-07-08,0.48,3,Normal,
1993-07-18,588.29,199,10,291,1992,42,1993-07-08,0.48,3,Normal,0.41000000000000003
1993-07-19,581.46,200,10,292,1992,42,1993-07-08,0.48,3,Normal,
1993-07-20,574.08,201,10,293,1992,42,1993-07-08,0.48,3,Normal,
1993-07-21,566.69,202,10,294,1992,42,1993-07-18,0.41000000000000003,3,Normal,
1993-07-22,559.31,203,10,295,1992,43,1993-07-18,0.41000000000000003,3,Normal,
1993-07-23,551.93,204,10,296,1992,43,1993-07-18,0.41000000000000003,3,Normal,
1993-07-24,545.09,205,10,297,1992,43,1993-07-18,0.41000000000000003,3,Normal,
1993-07-25,538.26,206,10,298,1992,43,1993-07-18,0.41000000000000003,3,Normal,
1993-07-26,531.42,207,10,299,1992,43,1993-07-18,0.41000000000000003,3,Normal,
1993-07-27,525.68,208,10,300,1992,43,1993-07-18,0.41000000000000003,3,Normal,
1993-07-28,519.39,209,10,301,1992,43,1993-07-18,0.41000000000000003,3,Normal,0.33999999999999997
1993-07-29,513.1,210,10,302,1992,44,1993-07-18,0.41000000000000003,3,Normal,
1993-07-30,506.81,211,10,303,1992,44,1993-07-18,0.41000000000000003,3,Normal,
1993-07-31,500.52,212,10,304,1992,44,1993-07-18,0.41000000000000003,3,Normal,
1993-08-01,494.78,213,11,305,1992,44,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-02,487.4,214,11,306,1992,44,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-03,480.56,215,11,307,1992,44,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-04,474.82,216,11,308,1992,44,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-05,468.53,217,11,309,1992,45,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-06,462.24,218,11,310,1992,45,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-07,455.95,219,11,311,1992,45,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-08,449.66,220,11,312,1992,45,1993-07-28,0.33999999999999997,2,Mod_Wet,0.36
1993-08-09,443.92,221,11,313,1992,45,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-10,438.18,222,11,314,1992,45,1993-07-28,0.33999999999999997,2,Mod_Wet,
1993-08-11,433.53,223,11,315,1992,45,1993-08-08,0.36,2,Mod_Wet,
1993-08-12,428.33,224,11,316,1992,46,1993-08-08,0.36,2,Mod_Wet,
1993-08-13,423.14,225,11,317,1992,46,1993-08-08,0.36,2,Mod_Wet,
1993-08-14,417.94,226,11,318,1992,46,1993-08-08,0.36,2,Mod_Wet,
1993-08-15,412.75,227,11,319,1992,46,1993-08-08,0.36,2,Mod_Wet,
1993-08-16,407.55,228,11,320,1992,46,1993-08-08,0.36,2,Mod_Wet,
1993-08-17,402.9,229,11,321,1992,46,1993-08-08,0.36,2,Mod_Wet,
1993-08-18,398.26,230,11,322,1992,46,1993-08-08,0.36,2,Mod_Wet,0.41000000000000003
1993-08-19,393.61,231,11,323,1992,47,1993-08-08,0.36,2,Mod_Wet,
1993-08-20,390.05,232,11,324,1992,47,1993-08-08,0.36,2,Mod_Wet,
1993-08-21,385.95,233,11,325,1992,47,1993-08-18,0.41000000000000003,3,Normal,
1993-08-22,381.85,234,11,326,1992,47,1993-08-18,0.41000000000000003,3,Normal,
1993-08-23,377.75,235,11,327,1992,47,1993-08-18,0.41000000000000003,3,Normal,
1993-08-24,373.65,236,11,328,1992,47,1993-08-18,0.41000000000000003,3,Normal,
1993-08-25,369.54,237,11,329,1992,47,1993-08-18,0.41000000000000003,3,Normal,
1993-08-26,365.44,238,11,330,1992,48,1993-08-18,0.41000000000000003,3,Normal,
1993-08-27,361.34,239,11,331,1992,48,1993-08-18,0.41000000000000003,3,Normal,
1993-08-28,357.79,240,11,332,1992,48,1993-08-18,0.41000000000000003,3,Normal,0.4
1993-08-29,354.23,241,11,333,1992,48,1993-08-18,0.41000000000000003,3,Normal,
1993-08-30,350.68,242,11,334,1992,48,1993-08-18,0.41000000000000003,3,Normal,
1993-08-31,347.12,243,11,335,1992,48,1993-08-18,0.41000000000000003,3,Normal,
1993-09-01,343.57,244,12,336,1992,48,1993-08-28,0.4,3,Normal,
1993-09-02,338.37,245,12,337,1992,49,1993-08-28,0.4,3,Normal,
1993-09-03,333.72,246,12,338,1992,49,1993-08-28,0.4,3,Normal,
1993-09-04,329.08,247,12,339,1992,49,1993-08-28,0.4,3,Normal,
1993-09-05,325.52,248,12,340,1992,49,1993-08-28,0.4,3,Normal,
1993-09-06,321.42,249,12,341,1992,49,1993-08-28,0.4,3,Normal,
1993-09-07,317.32,250,12,342,1992,49,1993-08-28,0.4,3,Normal,
1993-09-08,313.22,251,12,343,1992,49,1993-08-28,0.4,3,Normal,0.42000000000000004
1993-09-09,309.11,252,12,344,1992,50,1993-08-28,0.4,3,Normal,
1993-09-10,305.01,253,12,345,1992,50,1993-08-28,0.4,3,Normal,
1993-09-11,301.46,254,12,346,1992,50,1993-09-08,0.42000000000000004,3,Normal,
1993-09-12,297.9,255,12,347,1992,50,1993-09-08,0.42000000000000004,3,Normal,
1993-09-13,294.35,256,12,348,1992,50,1993-09-08,0.42000000000000004,3,Normal,
1993-09-14,290.79,257,12,349,1992,50,1993-09-08,0.42000000000000004,3,Normal,
1993-09-15,288.33,258,12,350,1992,50,1993-09-08,0.42000000000000004,3,Normal,
1993-09-16,285.33,259,12,351,1992,51,1993-09-08,0.42000000000000004,3,Normal,
1993-09-17,282.32,260,12,352,1992,51,1993-09-08,0.42000000000000004,3,Normal,
1993-09-18,279.31,261,12,353,1992,51,1993-09-08,0.42000000000000004,3,Normal,0.44999999999999996
1993-09-19,276.3,262,12,354,1992,51,1993-09-08,0.42000000000000004,3,Normal,
1993-09-20,273.29,263,12,355,1992,51,1993-09-08,0.42000000000000004,3,Normal,
1993-09-21,270.29,264,12,356,1992,51,1993-09-18,0.44999999999999996,3,Normal,
1993-09-22,267.28,265,12,357,1992,51,1993-09-18,0.44999999999999996,3,Normal,
1993-09-23,264.82,266,12,358,1992,52,1993-09-18,0.44999999999999996,3,Normal,
1993-09-24,264.54,267,12,359,1992,52,1993-09-18,0.44999999999999996,3,Normal,
1993-09-25,263.72,268,12,360,1992,52,1993-09-18,0.44999999999999996,3,Normal,
1993-09-26,260.72,269,12,361,1992,52,1993-09-18,0.44999999999999996,3,Normal,
1993-09-27,259.35,270,12,362,1992,52,1993-09-18,0.44999999999999996,3,Normal,
1993-09-28,257.98,271,12,363,1992,52,1993-09-18,0.44999999999999996,3,Normal,0.41000000000000003
1993-09-29,256.07,272,12,364,1992,52,1993-09-18,0.44999999999999996,3,Normal,
1993-09-30,254.7,273,12,365,1992,53,1993-09-18,0.44999999999999996,3,Normal,
1993-10-01,252.24,274,1,1,1993,1,1993-10-01,0.45999999999999996,3,Normal,0.45999999999999996
1993-10-02,249.78,275,1,2,1993,1,1993-10-01,0.45999999999999996,3,Normal,
1993-10-03,247.32,276,1,3,1993,1,1993-10-01,0.45999999999999996,3,Normal,
1993-10-04,244.31,277,1,4,1993,1,1993-10-01,0.45999999999999996,3,Normal,
1993-10-05,241.85,278,1,5,1993,1,1993-10-01,0.45999999999999996,3,Normal,
1993-10-06,239.39,279,1,6,1993,1,1993-10-01,0.45999999999999996,3,Normal,
1993-10-07,236.93,280,1,7,1993,1,1993-10-01,0.45999999999999996,3,Normal,
1993-10-08,234.47,281,1,8,1993,2,1993-10-01,0.45999999999999996,3,Normal,0.52
1993-10-09,232.01,282,1,9,1993,2,1993-10-01,0.45999999999999996,3,Normal,
1993-10-10,229.54,283,1,10,1993,2,1993-10-01,0.45999999999999996,3,Normal,
1993-10-11,227.08,284,1,11,1993,2,1993-10-08,0.52,3,Normal,
1993-10-12,224.62,285,1,12,1993,2,1993-10-08,0.52,3,Normal,
1993-10-13,223.26,286,1,13,1993,2,1993-10-08,0.52,3,Normal,
1993-10-14,220.25,287,1,14,1993,2,1993-10-08,0.52,3,Normal,
1993-10-15,218.88,288,1,15,1993,3,1993-10-08,0.52,3,Normal,
1993-10-16,218.06,289,1,16,1993,3,1993-10-08,0.52,3,Normal,
1993-10-17,217.24,290,1,17,1993,3,1993-10-08,0.52,3,Normal,
1993-10-18,215.33,291,1,18,1993,3,1993-10-08,0.52,3,Normal,0.54
1993-10-19,213.41,292,1,19,1993,3,1993-10-08,0.52,3,Normal,
1993-10-20,211.5,293,1,20,1993,3,1993-10-08,0.52,3,Normal,
1993-10-21,209.58,294,1,21,1993,3,1993-10-18,0.54,3,Normal,
1993-10-22,207.67,295,1,22,1993,4,1993-10-18,0.54,3,Normal,
1993-10-23,205.76,296,1,23,1993,4,1993-10-18,0.54,3,Normal,
1993-10-24,203.84,297,1,24,1993,4,1993-10-18,0.54,3,Normal,
1993-10-25,203.02,298,1,25,1993,4,1993-10-18,0.54,3,Normal,
1993-10-26,202.2,299,1,26,1993,4,1993-10-18,0.54,3,Normal,
1993-10-27,200.29,300,1,27,1993,4,1993-10-18,0.54,3,Normal,
1993-10-28,198.37,301,1,28,1993,4,1993-10-18,0.54,3,Normal,0.71
1993-10-29,197.01,302,1,29,1993,5,1993-10-18,0.54,3,Normal,
1993-10-30,195.64,303,1,30,1993,5,1993-10-18,0.54,3,Normal,
1993-10-31,194.27,304,1,31,1993,5,1993-10-18,0.54,3,Normal,
1993-11-01,194,305,2,32,1993,5,1993-10-28,0.71,4,Mod_Dry,
1993-11-02,194.27,306,2,33,1993,5,1993-10-28,0.71,4,Mod_Dry,
1993-11-03,194.54,307,2,34,1993,5,1993-10-28,0.71,4,Mod_Dry,
1993-11-04,194.82,308,2,35,1993,5,1993-10-28,0.71,4,Mod_Dry,
1993-11-05,198.37,309,2,36,1993,6,1993-10-28,0.71,4,Mod_Dry,
1993-11-06,204.66,310,2,37,1993,6,1993-10-28,0.71,4,Mod_Dry,
1993-11-07,209.31,311,2,38,1993,6,1993-10-28,0.71,4,Mod_Dry,
1993-11-08,212.32,312,2,39,1993,6,1993-10-28,0.71,4,Mod_Dry,0.6799999999999999
1993-11-09,212.59,313,2,40,1993,6,1993-10-28,0.71,4,Mod_Dry,
1993-11-10,213.41,314,2,41,1993,6,1993-10-28,0.71,4,Mod_Dry,
1993-11-11,214.23,315,2,42,1993,6,1993-11-08,0.6799999999999999,3,Normal,
1993-11-12,214.51,316,2,43,1993,7,1993-11-08,0.6799999999999999,3,Normal,
1993-11-13,212.59,317,2,44,1993,7,1993-11-08,0.6799999999999999,3,Normal,
1993-11-14,210.68,318,2,45,1993,7,1993-11-08,0.6799999999999999,3,Normal,
