date,level,datetime,flow
2007-03-10,5.274,1173484800000,4748.690625407182
2007-03-11,5.263,1173571200000,4712.993756129271
2007-03-12,5.249,1173657600000,4667.716263668419
2007-03-13,5.219,1173744000000,4571.278732535978
2007-03-14,5.191,1173830400000,4481.993399985258
2007-03-15,5.171,1173916800000,4418.647179519982
2007-03-16,5.118,1174003200000,4252.517286211223
2007-03-17,5.098,1174089600000,4190.485483147351
2007-03-18,5.064,1174176000000,4085.8642480398967
2007-03-19,5.03,1174262400000,3982.2964830910096
2007-03-20,5.002,1174348800000,3897.8003322896425
2007-03-21,4.974,1174435200000,3814.025597403999
2007-03-22,4.94,1174521600000,3713.273652027006
2007-03-23,4.915,1174608000000,3639.8764315664607
2007-03-24,4.889,1174694400000,3564.1620766725296
2007-03-25,4.867,1174780800000,3500.5908436377813
2007-03-26,4.847,1174867200000,3443.193874007285
2007-03-27,4.841,1174953600000,3426.0483507618474
2007-03-28,4.828,1175040000000,3389.0164581632143
2007-03-29,4.824,1175126400000,3377.6542112772036
2007-03-30,4.815,1175212800000,3352.144609905928
2007-03-31,4.809,1175299200000,3335.180912823718
2007-04-01,4.803,1175385600000,3318.2514203781543
2007-04-02,4.817,1175472000000,3357.806770464331
2007-04-03,4.829,1175558400000,3391.859387809112
2007-04-04,4.835,1175644800000,3408.936843686885
2007-04-05,4.842,1175731200000,3428.9035766792235
2007-04-06,4.849,1175817600000,3448.9166015377914
2007-04-07,4.852,1175904000000,3457.507769447466
2007-04-08,4.852,1175990400000,3457.507769447466
